,Data
0,10.050000190734863
1,21.0271834787859
2,5.513426691622669
3,4.900823659328296
4,4.867710062856531
5,12.566639512855886
6,13.609720197823236
7,11.738797654225024
8,7.649258755778362
9,15.166063125669666
10,7.732043046471119
11,19.537068043396346
12,9.122817318053698
13,6.076359329209396
14,66.65782604362857
15,36.68995115055873
16,17.93105472084227
17,14.901153455355512
18,16.556837172617236
19,40.266229153936365
20,13.576606601351472
21,8.708896388738268
22,33.345470119563515
23,14.056754648732095
24,9.801647636889522
25,16.573394270366464
26,8.046622961736247
27,10.761944162201203
28,10.795057833551304
29,7.5333608686138405
30,12.923077765989945
31,13.120684990449575
32,10.912586570883057
33,12.174492979136431
34,12.364815440002417
35,12.370860817371636
36,13.72171392852681
37,12.714134260909645
38,13.985170959114413
39,13.820615930890682
40,13.533323328740465
41,12.765703570228908
42,12.230789357833899
43,15.310583107174125
44,14.202652391626685
45,10.884334150890027
46,13.06423211602899
47,13.580227418187405
48,12.406472355146377
49,14.155083981579025
50,13.109003370941338
51,11.615763412329642
52,12.2876226142035
53,13.737707342159467
54,12.128112139504395
55,11.478444031168692
56,14.699778652520564
57,12.116492519258713
58,14.016792380097996
59,13.582164670507268
