,Data
0,371.0
1,269.999994546175
2,367.00000008847564
3,181.0000050663948
4,110.00000637769699
5,613.999991774559
6,601.9999979138374
7,621.0000084638596
8,250.99999505281448
9,370.0000000221189
10,1655.9999930858612
11,1182.9999899864197
12,890.000005364418
13,641.9999921917915
14,699.0000017285347
15,651.0000041723251
16,674.9999918937683
17,382.9999993890524
18,912.9999843835831
19,649.0000088810921
20,876.9999806880951
21,769.0000138282776
22,605.0000019073486
23,861.0000183582306
24,1167.0000276565552
25,636.0000063180923
26,498.9999971687794
27,475.9999960362911
28,457.0000020712614
29,804.0000088214874
30,784.0000116825104
31,450.9999996125698
32,595.999989926815
33,427.99999848008156
34,847.9999936819077
35,815.0000160932541
36,229.00000262260437
37,497.99999952316284
38,298.99999813735485
39,687.999994456768
40,600.0000026226044
41,664.0000067353249
42,830.0000139474869
43,598.9999939203262
44,441.9999986886978
45,403.9999997019768
46,570.0000069141388
47,414.99999868124723
48,398.0000000074506
49,319.0000008046627
50,661.9999893307686
51,398.0000000074506
52,373.9999998472631
53,409.999999396503
54,406.00000052154064
55,236.99999484419823
56,489.9999962449074
57,497.99999952316284
58,222.99999463558197
59,321.9999992698431
60,258.99999833106995
61,405.0000001117587
62,443.9999995082617
63,328.99999937415123
64,335.99999947845936
65,585.0000047683716
66,973.0000200271606
67,707.9999915957451
68,293.9999988526106
69,521.0000006556511
70,646.9999914765358
71,628.0000030398369
72,1319.999988079071
73,441.9999986886978
74,314.999999165535
75,436.99999940395355
76,394.9999987781048
77,790.9999841451645
78,596.9999986290932
79,575.000006198883
80,676.0000005960464
81,422.9999991953373
82,360.0000003296882
83,446.9999979734421
84,256.00000539422035
85,436.99999940395355
86,328.99999937415123
87,473.0000030994415
88,390.99999990314245
89,222.99999463558197
90,325.0000004991889
91,396.99999959766865
92,329.99999978393316
93,339.00000070780516
94,489.9999962449074
95,535.0000008642673
96,434.9999985843897
97,253.99999904632568
98,361.99999976716936
99,307.99999906122684
100,460.99999818205833
101,347.0000012218952
102,531.9999968707561
103,460.0000005364418
104,432.9999977648258
105,135.0000028014183
106,333.9999986588955
107,356.99999979138374
108,546.9999947249889
109,633.0000023245811
110,432.0000001192093
111,197.00000056624413
112,550.9999963641167
113,656.9999900460243
114,448.99999879300594
115,401.0000012367964
116,480.9999953210354
117,353.99999994412065
118,510.00000444054604
119,343.9999999925494
120,585.0000047683716
121,353.99999994412065
122,420.0000007301569
123,549.0000010728836
124,329.99999978393316
125,372.9999999557622
126,526.9999975860119
127,319.99999845027924
128,388.00000005587935
129,702.9999923110008
130,424.00000236928463
131,744.999981880188
132,1032.0000027418137
133,834.000004529953
134,717.0000035762787
135,1292.0000097751617
136,837.9999951124191
137,881.0000154972076
138,1037.000002026558
139,742.0
140,648.0000001788139
141,445.000002682209
142,502.9999988079071
143,469.9999991059303
144,553.0000027120113
145,499.9999948143959
146,414.99999868124723
147,369.0000000442378
148,907.0000206232071
149,552.0000050663948
150,462.9999990016222
151,314.00000151991844
152,450.0000019669533
153,577.0000014901161
154,662.9999980330467
155,629.99999833107
156,395.9999991878867
157,438.0000025779009
158,457.99999971687794
159,371.9999999778811
160,222.99999463558197
161,233.0000042617321
162,361.99999976716936
163,363.0000001769513
164,1066.9999977350235
165,750.9999898672104
166,690.9999984502792
167,674.0000053048134
168,616.0000091791153
169,392.9999993406236
170,431.00000247359276
171,526.9999975860119
172,389.9999994933605
173,422.00000154972076
174,535.0000008642673
175,466.9999951124191
176,659.0000074505806
177,553.0000027120113
178,927.9999822378159
179,778.000003695488
180,360.87463478185236
181,366.8765286207199
182,383.9775907099247
183,375.11216283310205
184,361.78661587275565
185,380.34325636550784
186,366.1433206181973
187,388.10344479978085
188,361.8830009382218
189,389.64040507003665
190,383.3206619247794
191,396.81793507933617
192,370.39027901366353
193,373.419804639183
