,Data
0,11.699999809265137
1,11.164537490692808
2,6.9550714759682535
3,9.691768677488554
4,16.326156576557537
5,10.965594986877612
6,9.114736397986448
7,9.382962431533315
8,15.541273620688628
9,7.598417778122439
10,10.994298086271431
11,8.969241098873269
12,8.520878044933283
13,6.101895000404454
14,12.622459814560607
15,11.98505182919127
16,7.372751628370338
17,7.948794333694622
18,5.3942134752666675
19,5.602063802946304
20,6.586879098323607
21,5.035919280210408
22,7.025344492705955
23,33.35207669008162
24,24.23338147235313
25,14.295160880101463
26,9.379993011625515
27,10.490508287000722
28,7.956712670553031
29,9.029616630396916
30,14.058156469764356
31,13.308272116490045
32,14.048889585290468
33,13.74438090865928
34,13.766432756770953
35,14.062585319806502
36,13.561286498065598
37,14.299850373800382
38,14.141395767466292
39,13.77682171654584
40,13.956283329897929
41,14.129887347544155
42,14.495030804607097
43,14.35346433813966
