,Data
0,4246.0
1,7026.000123500824
2,10947.000176429749
3,11637.999750852585
4,8742.999980926514
5,8475.999945759773
6,8297.000082373619
7,9658.999985933304
8,5758.999988377094
9,7830.99992620945
10,10508.999925374985
11,13220.000463485718
12,16365.99970817566
13,13441.00018453598
14,5770.999965786934
15,7783.000016570091
16,8399.999877929688
17,7803.000021100044
18,13560.000034332275
19,14226.999907016754
20,21046.999933242798
21,8078.999881148338
22,8330.000115156174
23,8712.000049829483
24,8244.999969363213
25,6639.0000611543655
26,9566.000192642212
27,10123.99996471405
28,11412.999826431274
29,12905.000265598297
30,9035.000148296356
31,7389.999902248383
32,1771.0000721216202
33,6465.99999666214
34,8645.999984264374
35,6198.9999614953995
36,7884.9998878240585
37,7416.999883055687
38,12019.000014305115
39,12567.000037193298
40,11569.999836683273
41,5830.999979376793
42,5824.0000030994415
43,9614.00010228157
44,12394.000225782394
45,10065.000128507614
46,4140.999999944121
47,7773.000014305115
48,4952.000020712614
49,15070.999794483185
50,10730.99982380867
51,6790.000019431114
52,13191.999546051025
53,9435.000238895416
54,6051.999953508377
55,5224.999981313944
56,6963.00008392334
57,9380.000099897385
58,11340.000037670135
59,9900.000217676163
60,10225.000164747238
61,14224.000387191772
62,6308.999986410141
63,7860.999933004379
64,6803.000047683716
65,3348.0000243782997
66,5777.999942064285
67,5705.0000267624855
68,12442.000135421753
69,7469.999920368195
70,6173.999955832958
71,9426.99983215332
72,6750.999934673309
73,6966.000109910965
74,5427.999989330769
75,10510.000102758408
76,10342.000165939331
77,9859.000031232834
78,11671.000036716461
79,15718.000168800354
80,9258.999895334244
81,8787.000193357468
82,6078.00001001358
83,15189.99964427948
84,15467.00018787384
85,11093.99993133545
86,16478.000340938568
87,7515.00005710125
88,8140.999996423721
89,11066.000026226044
90,9323.00011229515
91,6983.000088453293
92,6014.000046133995
93,5278.0000186264515
94,7003.000092983246
95,5141.000012904406
96,7405.999956488609
97,8058.999876618385
98,11757.000106811523
99,6373.999874591827
100,7428.999987006187
101,1077.9998898506165
102,8930.999922275543
103,5541.000040233135
104,8033.999997496605
105,7926.000074267387
106,10656.999857664108
107,22472.999800682068
108,13236.000264644623
109,11304.000231981277
110,6496.9999277591705
111,9683.000193834305
112,5658.000041425228
113,9135.000170946121
114,12233.000012159348
115,7559.000016450882
116,14538.999572753906
117,20652.999894618988
118,17122.00018310547
119,15953.000348567963
120,8431.00006210804
121,9805.000069618225
122,7037.000050067902
123,8989.99975848198
124,7278.000028729439
125,4472.999994471669
126,8234.000042796135
127,5812.000025689602
128,11216.999984502792
129,9581.999993801117
130,16902.999804496765
131,9329.99983549118
132,8536.999883651733
133,8904.99986577034
134,11698.999941825867
135,8261.00002360344
136,7558.000092148781
137,6804.999896287918
138,4836.000007092953
139,5218.999992609024
140,9138.000196933746
141,7997.000014424324
142,6039.000051796436
143,7318.000037789345
144,11027.99986577034
145,7041.000000357628
146,5239.999984711409
147,7114.99996650219
148,8404.000081300735
149,9826.000251531601
150,8227.000066518784
151,13750.999495506287
152,7719.000052690506
153,5249.999986976385
154,8610.000178575516
155,3119.9999474287033
156,3999.000000998378
157,5152.000002741814
158,7907.999918341637
159,5872.999963581562
160,6953.000081658363
161,5546.0000413656235
162,5673.000044822693
163,5586.999974727631
164,6732.000107526779
165,6585.000099539757
166,6956.0001076459885
167,8635.000057697296
168,7064.999955177307
169,6998.999889612198
170,6586.000023841858
171,7969.0001093149185
172,5304.999999433756
173,5991.999939918518
174,4597.99999114871
175,6313.999987542629
176,5253.00001296401
177,6713.999951601028
178,11072.000078201294
179,9346.999814033508
180,10569.173552751541
181,12126.340913772583
182,7093.6414214372635
183,11176.009415149689
184,13205.566729545593
185,11336.433109521866
186,8937.738465547562
187,12694.481654405594
188,12242.96837925911
189,10107.237376451492
190,11266.02740430832
191,10482.699714422226
192,9188.097138404846
193,10793.401072978973
194,11605.120944023132
195,10122.697102069855
196,11052.002604484558
197,9385.161440372467
198,11830.244878292084
199,11390.102546930313
200,8667.793829202652
201,9202.506070375443
202,8672.47684597969
203,11234.519285917282
204,12541.004029989243
205,13031.5834441185
206,9761.282295942307
207,12026.606120347977
208,8307.955972790718
209,11149.085611820221
