,Data
0,1341.0
1,912.9999863505363
2,576.000002682209
3,2778.000040411949
4,1755.9999865293503
5,1477.0000039637089
6,2503.0000262260437
7,955.9999961256981
8,1098.9999947100878
9,726.9999979734421
10,1037.0000052452087
11,585.0000214576721
12,1421.0000020377338
13,616.000006198883
14,812.000015437603
15,1087.9999917447567
16,1497.9999978169799
17,656.0000097155571
18,729.0000021457672
19,808.0000070929527
20,3486.000078678131
21,2174.999981403351
22,2975.9999738931656
23,1260.000000871718
24,1373.9999989047647
25,3320.9999742507935
26,1510.9999949634075
27,1186.9999984502792
28,1272.0000009275973
29,729.0000021457672
30,2439.9999747276306
31,1121.00000064075
32,1773.9999841153622
33,3856.9999734163284
34,2279.0000385046005
35,2840.999932050705
36,2396.999964952469
37,1310.9999998603016
38,2659.0000319480896
39,1310.0000002719462
40,1418.9999978654087
41,856.9999894201756
42,589.0000298023224
43,2675.9999874830246
44,3394.000046610832
45,1895.9999988377094
46,975.9999978840351
47,583.000017285347
48,667.0000326633453
49,801.9999945759773
50,818.9999900758266
51,670.000038921833
52,795.0000199377537
53,774.0000160932541
54,4371.000086545944
55,4869.000006437302
56,2126.0000390410423
57,1326.9999995185062
58,1116.9999922960997
59,710.0000024735928
60,1069.9999941587448
61,758.9999848008156
62,799.9999904036522
63,645.9999888539314
64,457.999996304512
65,408.9999740123749
66,1099.9999967962503
67,1258.000001695007
68,999.0000059008598
69,686.999994456768
70,1759.9999948740005
71,1199.9999955967069
72,637.9999721646309
73,1088.9999938309193
74,634.9999659061432
75,247.00003570318222
76,1011.9999930560589
77,1399.000001102686
78,1000.0000079870224
79,1424.9999953955412
80,768.0000035762787
81,843.0000001788139
82,885.0000078678131
83,540.0000075101852
84,631.0000374913216
85,533.9999949932098
86,398.0000309944153
87,475.00003176927567
88,353.0000170469284
89,455.9999921321869
90,326.99996280670166
91,684.9999902844429
92,338.99998784065247
93,1721.9999955296516
94,1098.9999947100878
95,604.9999832510948
96,593.0000381469727
97,690.0000007152557
98,403.99996358156204
99,576.000002682209
100,2015.9999694228172
101,499.00000190734863
102,427.0000115633011
103,448.9999775290489
104,464.0000088214874
105,510.00002485513687
106,539.0000054240227
107,262.99998915195465
108,744.999995559454
109,3322.0000562667847
110,5259.000020742416
111,2848.0000265836716
112,2398.999969124794
113,1576.9999927729368
114,994.9999975562096
115,893.9999866783619
116,514.0000331997871
117,815.999983817339
118,844.0000022649765
119,1443.0000029727817
120,1218.0000031739473
121,899.9999991953373
122,961.0000065565109
123,327.9999648928642
124,370.99997466802597
125,650.9999992847443
126,503.0000102519989
127,402.9999614953995
128,416.9999907016754
129,454.9999900460243
130,860.9999977648258
131,475.00003176927567
132,360.0000316500664
133,350.0000107884407
134,875.99998909235
135,1449.9999975934625
136,872.9999828338623
137,412.99998235702515
138,1563.0000035315752
139,2123.0000327825546
140,749.0000039041042
141,705.9999941289425
142,854.9999852478504
143,2926.0000294446945
144,4357.999979496002
145,2453.000001847744
146,2091.999968111515
147,2064.9999917149544
148,2115.000016093254
149,1697.9999854266644
150,1521.9999979287386
151,1073.0000004172325
152,897.9999950230122
153,830.0000130236149
154,601.9999769926071
155,1294.9999989531934
156,1549.999996393919
157,1437.0000004470348
158,1067.0000078827143
159,805.000000834465
160,533.9999949932098
161,345.00000035762787
162,1106.0000093132257
163,724.999993801117
164,387.00000804662704
165,294.99997597932816
166,1028.0000064522028
167,890.9999804198742
168,1303.000000655651
169,2051.999964594841
170,1385.0000018700957
171,1252.9999962598085
172,864.0000040233135
173,704.9999920427799
174,562.9999755620956
175,504.00001233816147
176,711.0000045597553
177,786.0000011622906
178,678.0000156462193
179,376.9999871850014
180,1001.1259794831276
181,726.4118343293667
182,917.8984059691429
183,859.3482078909874
184,952.3007637262344
185,1059.147901341319
186,881.3420192599297
187,813.7295770347118
188,896.1427455246449
189,981.6168268024921
190,725.4170676469803
191,1029.7827813327312
192,982.4205611944199
193,700.6342248022556
194,836.3648252785206
195,886.515157699585
196,863.7574569582939
197,987.1862573325634
198,1133.653352111578
199,871.0271548032761
200,928.5849041640759
201,1043.4300002753735
202,972.8668285310268
203,1136.5926716476679
204,1010.9167040884495
205,1056.5657082796097
206,957.9807372093201
207,803.1348782479763
208,839.131516367197
209,995.6998231709003
