日期,時間戳,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2005-01-31,1107100800,70000,4480000,64.00,64.00,64.00,64.00,0.00,45
2005-02-01,1107187200,107217,7289818,68.00,68.00,68.00,68.00,4.00,56
2005-02-02,1107273600,1248867,90533820,72.50,72.50,72.50,72.50,4.50,444
2005-02-03,1107360000,2840236,215272279,74.50,77.50,73.00,77.00,4.50,1018
2005-02-14,1108310400,3115000,248334500,78.00,82.00,77.00,82.00,5.00,821
2005-02-15,1108396800,2964578,250058957,82.00,87.50,81.00,86.00,4.00,1017
2005-02-16,1108483200,1415459,120067402,85.00,87.00,83.00,85.50,-0.50,625
2005-02-17,1108569600,907524,77426576,84.50,86.00,84.00,86.00,0.50,340
2005-02-18,1108656000,1470162,126695430,86.00,89.00,84.00,84.00,-2.00,600
2005-02-21,1108915200,973224,81838453,85.00,86.00,82.50,83.50,-0.50,462
2005-02-22,1109001600,1313121,105755784,82.50,83.50,79.00,79.00,-4.50,535
2005-02-23,1109088000,1000830,79835834,78.00,81.00,78.00,79.50,0.50,445
2005-02-24,1109174400,2255648,187210149,80.00,85.00,80.00,85.00,5.50,894
2005-02-25,1109260800,1579490,131190966,85.00,85.00,81.00,81.00,-4.00,692
2005-03-01,1109606400,345140,28040069,81.00,82.00,80.50,81.60,0.60,205
2005-03-02,1109692800,537864,43262345,81.10,81.70,79.50,80.00,-1.60,240
2005-03-03,1109779200,3114621,265011831,81.50,85.60,81.50,85.60,5.60,1036
2005-03-04,1109865600,2881786,252846569,89.30,89.30,86.20,86.30,0.70,1196
2005-03-07,1110124800,980304,83242306,86.30,86.30,84.00,84.50,-1.80,470
2005-03-08,1110211200,478683,40505883,85.00,85.60,83.00,83.90,-0.60,257
2005-03-09,1110297600,599150,49670821,83.50,83.90,82.10,83.10,-0.80,312
2005-03-10,1110384000,427033,35764628,83.00,84.90,82.50,83.30,0.20,248
2005-03-11,1110470400,1004600,82468427,84.50,84.50,81.10,81.50,-1.80,528
2005-03-14,1110729600,686427,56837278,82.20,83.60,81.50,82.50,1.00,388
2005-03-15,1110816000,647600,53278263,83.00,83.50,81.10,82.30,-0.20,328
2005-03-16,1110902400,285980,23645241,82.30,83.20,82.20,82.50,0.20,165
2005-03-17,1110988800,239034,19774927,82.50,83.00,82.50,82.50,0.00,147
2005-03-18,1111075200,491000,40622400,83.00,83.70,81.60,83.50,1.00,264
2005-03-21,1111334400,395497,32743727,83.20,83.20,82.50,82.60,-0.90,257
2005-03-22,1111420800,367100,30131717,82.10,82.90,81.50,82.20,-0.40,215
2005-03-23,1111507200,211130,17226430,82.00,82.00,81.40,81.50,-0.70,106
2005-03-24,1111593600,327105,26514502,82.30,82.30,80.30,80.40,-1.10,189
2005-03-25,1111680000,190798,15404928,80.50,81.00,80.50,80.80,0.40,104
2005-03-28,1111939200,374570,30703499,81.00,82.80,81.00,81.70,0.90,169
2005-03-29,1112025600,224000,18112800,82.00,82.40,80.50,80.60,-1.10,127
2005-03-30,1112112000,201549,16107822,80.60,80.70,79.50,79.80,-0.80,124
2005-03-31,1112198400,146541,11723652,80.20,80.50,79.50,80.00,0.20,77
2005-04-01,1112284800,1200010,89925196,80.00,80.00,74.40,75.00,-5.00,506
2005-04-04,1112544000,500657,36834442,75.00,75.50,71.20,74.80,-0.20,267
2005-04-06,1112716800,195048,14813270,74.80,76.70,74.80,76.00,1.20,126
2005-04-07,1112803200,339957,26248267,76.60,78.10,76.20,76.40,0.40,200
2005-04-08,1112889600,136000,10495700,76.60,77.90,76.50,77.90,1.50,87
2005-04-11,1113148800,253510,19429629,77.10,77.80,76.00,76.00,-1.90,114
2005-04-12,1113235200,231010,17298256,75.40,75.40,74.50,75.00,-1.00,124
2005-04-13,1113321600,196642,14633104,75.00,75.30,74.00,74.20,-0.80,104
2005-04-14,1113408000,223172,16348796,73.80,74.20,72.60,73.50,-0.70,121
2005-04-15,1113494400,608032,43219639,73.40,73.40,70.00,70.70,-2.80,388
2005-04-18,1113753600,547542,37192523,68.70,69.30,66.60,67.20,-3.50,331
2005-04-19,1113840000,139051,9607568,67.30,70.00,67.30,69.50,2.30,103
2005-04-20,1113926400,112000,7662100,69.90,69.90,67.50,68.00,-1.50,90
2005-04-21,1114012800,216032,14926864,68.00,69.90,67.80,68.60,0.60,144
2005-04-22,1114099200,112002,7673936,69.70,69.70,68.00,68.00,-0.60,72
2005-04-25,1114358400,60053,4088285,68.50,68.50,68.00,68.10,0.10,50
2005-04-26,1114444800,131552,9100797,68.80,69.90,68.50,69.10,1.00,92
2005-04-27,1114531200,113000,7889000,69.40,70.50,69.20,69.30,0.20,93
2005-04-28,1114617600,86741,6070190,69.50,70.30,69.40,69.80,0.50,73
2005-04-29,1114704000,126044,8708854,69.50,69.70,68.80,69.00,-0.80,80
2005-05-03,1115049600,48000,3289700,69.20,69.20,68.10,68.10,-0.90,42
2005-05-04,1115136000,80000,5462600,68.10,68.80,67.60,67.60,-0.50,52
2005-05-05,1115222400,95000,6484600,67.70,68.50,67.70,68.30,0.70,64
2005-05-06,1115308800,60032,4137873,68.40,69.20,68.40,69.00,0.70,42
2005-05-09,1115568000,64507,4463305,69.00,69.80,68.80,68.90,-0.10,49
2005-05-10,1115654400,48042,3306979,68.90,69.40,68.50,68.70,-0.20,30
2005-05-11,1115740800,46000,3166500,68.50,69.50,68.20,69.00,0.30,19
2005-05-12,1115827200,97110,6638551,69.00,69.00,68.10,68.10,-0.90,43
2005-05-13,1115913600,76176,5222423,68.20,69.50,68.20,68.50,0.40,46
2005-05-16,1116172800,62502,4315610,69.00,69.30,68.60,68.60,0.10,40
2005-05-17,1116259200,169095,11551283,68.60,68.70,68.00,68.40,-0.20,52
2005-05-18,1116345600,151000,10330100,68.50,68.80,68.10,68.80,0.40,47
2005-05-19,1116432000,575030,41985453,69.50,73.60,69.50,73.60,4.80,203
2005-05-20,1116518400,986470,76540776,75.20,78.70,74.00,77.70,4.10,411
2005-05-23,1116777600,252471,19344312,77.50,77.50,75.60,76.20,-1.50,133
2005-05-24,1116864000,468080,36545164,75.60,78.70,75.60,78.20,2.00,231
2005-05-25,1116950400,650000,49166798,72.80,77.40,72.80,75.00,-3.20,278
