日期,時間戳,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2000-09-08,968342400,38000,2356000,62.00,62.00,62.00,62.00,0.00,38
2000-09-11,968601600,166000,10956000,66.00,66.00,66.00,66.00,4.00,114
2000-09-13,968774400,2965000,209032500,70.50,70.50,70.50,70.50,4.50,1357
2000-09-14,968860800,18240823,1327573364,75.00,75.00,68.00,68.50,-2.00,8439
2000-09-15,968947200,8037099,559279536,68.50,71.00,67.50,67.50,-1.00,2431
2000-09-16,969033600,4847622,321371087,66.50,67.50,65.00,67.00,-0.50,1474
2000-09-18,969206400,3834000,259988000,67.00,69.00,66.50,68.50,1.50,1255
2000-09-19,969292800,3983975,270490591,69.00,69.50,66.00,66.50,-2.00,1311
2000-09-20,969379200,4057399,270296025,68.00,68.00,66.00,66.50,0.00,984
2000-09-21,969465600,4105100,275974273,67.50,68.50,65.50,67.50,1.00,1027
2000-09-22,969552000,4355299,278099372,64.00,65.00,63.00,63.00,-4.50,1266
2000-09-25,969811200,2446233,150440089,63.50,64.00,59.00,59.00,-4.00,1045
2000-09-26,969897600,1520195,84069445,56.00,57.00,55.00,55.00,-4.00,660
2000-09-27,969984000,4527213,242372372,52.50,55.00,52.00,52.50,-2.50,1313
2000-09-28,970070400,2466442,131285085,52.50,54.00,52.50,53.00,0.50,778
2000-09-29,970156800,2005000,102640800,53.00,53.50,49.30,49.50,-3.50,746
2000-09-30,970243200,3263555,151328630,46.20,47.70,46.10,46.30,-3.20,931
2000-10-02,970416000,1456000,66306900,45.00,46.30,45.00,45.10,-1.20,480
2000-10-03,970502400,2367803,109051726,44.50,47.80,44.10,47.50,2.40,819
2000-10-04,970588800,130884,6008775,45.90,45.90,45.90,45.90,-1.60,54
2000-10-05,970675200,2373004,105164980,44.30,44.50,44.30,44.30,-1.60,629
2000-10-06,970761600,3307391,150796599,43.30,47.40,43.30,47.40,3.10,1042
2000-10-07,970848000,1228821,56706716,47.40,47.40,45.80,45.80,-1.60,501
2000-10-09,971020800,227000,10033400,44.20,44.20,44.20,44.20,-1.60,89
2000-10-11,971193600,82352,3518141,42.70,42.70,42.70,42.70,-1.50,52
2000-10-12,971280000,166048,6611513,39.80,39.80,39.80,39.80,-2.90,106
2000-10-13,971366400,2438256,90490335,37.10,37.50,37.10,37.50,-2.30,693
2000-10-16,971625600,1702593,62739124,38.50,39.40,34.90,34.90,-2.60,549
2000-10-17,971712000,1021050,33184235,32.50,32.50,32.50,32.50,-2.40,208
2000-10-18,971798400,847106,25667525,30.30,30.30,30.30,30.30,-2.20,167
2000-10-19,971884800,845271,23839106,28.20,28.20,28.20,28.20,-2.10,137
2000-10-20,971971200,5366477,153112679,27.40,30.00,27.30,30.00,1.80,1525
2000-10-21,972057600,970443,28144068,29.00,29.00,29.00,29.00,-1.00,347
2000-10-23,972230400,436000,12208000,28.00,28.00,28.00,28.00,-1.00,187
2000-10-24,972316800,6524432,185615131,27.10,29.90,27.10,29.90,1.90,1703
2000-10-25,972403200,4213609,130958865,29.90,31.90,29.50,31.90,2.00,1425
2000-10-26,972489600,4137299,127456388,30.80,31.00,30.80,30.80,-1.10,949
2000-10-27,972576000,5910368,177963672,29.80,31.10,29.80,30.50,-0.30,1283
2000-10-30,972835200,16103,475122,29.50,29.50,29.50,29.50,-1.00,17
2000-10-31,972921600,1819011,51841822,28.50,28.50,28.50,28.50,-1.00,330
2000-11-01,973008000,2006003,55467284,27.70,28.10,27.60,27.70,-0.80,379
2000-11-02,973094400,1800203,49401093,26.90,27.70,26.90,27.70,0.00,467
2000-11-03,973180800,3335849,92173994,26.80,28.70,26.80,28.70,1.00,744
2000-11-04,973267200,1740628,48333227,28.30,28.60,27.70,27.70,-1.00,386
2000-11-06,973440000,1710000,47069100,27.70,28.40,26.80,28.20,0.50,493
2000-11-07,973526400,1342017,37765976,28.20,28.60,27.60,28.00,-0.20,488
2000-11-08,973612800,2521670,73767864,28.00,29.60,28.00,29.10,1.10,798
2000-11-09,973699200,2630200,73692789,27.30,28.50,27.30,28.10,-1.00,589
2000-11-10,973785600,3323000,96144900,28.00,29.60,28.00,29.10,1.00,1088
2000-11-13,974044800,2436140,66271853,28.00,28.00,27.10,27.10,-2.00,555
2000-11-14,974131200,1303000,34366300,26.50,27.00,25.80,27.00,-0.10,460
2000-11-15,974217600,833000,22562400,27.50,27.80,26.00,26.00,-1.00,387
2000-11-16,974304000,1537000,39098500,25.70,26.10,25.00,25.80,-0.20,449
2000-11-17,974390400,1163000,28769300,25.00,25.20,24.20,25.20,-0.60,403
2000-11-18,974476800,1947000,47992800,25.00,25.00,23.80,24.60,-0.60,414
2000-11-20,974649600,464000,10713500,23.80,23.80,22.90,22.90,-1.70,189
2000-11-21,974736000,1373320,30669283,22.10,22.90,22.10,22.60,-0.30,390
2000-11-22,974822400,1045040,23913797,22.90,23.40,22.30,22.30,-0.30,372
2000-11-23,974908800,610468,13212279,21.80,22.00,21.60,21.60,-0.70,227
2000-11-24,974995200,1312000,29401000,21.20,23.10,21.20,23.10,1.50,481
2000-11-27,975254400,1415569,34144171,24.00,24.70,23.40,24.70,1.60,537
2000-11-28,975340800,1732000,43563700,24.70,26.10,24.00,24.90,0.20,578
2000-11-29,975427200,880275,21357610,24.50,24.60,24.10,24.10,-0.80,303
2000-11-30,975513600,949000,22550600,23.80,24.20,23.30,23.30,-0.80,254
2000-12-01,975600000,531000,11989000,22.50,22.90,22.50,22.90,-0.40,221
2000-12-02,975686400,712000,16640200,23.00,23.80,22.80,23.20,0.30,331
2000-12-04,975859200,226000,5182300,23.40,23.40,22.60,22.60,-0.60,126
2000-12-05,975945600,503000,11562200,23.40,23.40,22.30,23.20,0.60,206
